Contract ZIP Code;Firm ID;Department ID;Category ID;Person ID;Contract Start Date;Contract End Date;Company Start Date;Birth Date;Contract Terminatio Reason;Gender;Nationality;Contract Type
2600;0000009443;01;1;0000040570;14/03/2016;18/03/2016;02/02/2016;19/03/1984;Fin du contrat;Femme;Marocaine;Contrat intérimaire
1000;0000009443;01;1;0000061299;18/12/2017;23/12/2017;21/01/2017;16/10/1984;Fin du contrat;Homme;Marocaine;Contrat intérimaire
9000;0000009443;01;1;0000042769;09/05/2016;13/05/2016;03/08/2015;01/07/1973;Fin du contrat;Homme;Marocaine;Contrat intérimaire
8500;0000009443;01;1;0000038269;02/01/2016;02/01/2016;28/03/2014;01/08/1966;Fin du contrat;Homme;Marocaine;Contrat intérimaire
8500;0000009443;01;1;0000046697;15/08/2016;19/08/2016;28/03/2014;01/08/1966;Fin du contrat;Homme;Marocaine;Contrat intérimaire
8500;0000009443;01;1;0000047772;05/09/2016;09/09/2016;28/03/2014;01/08/1966;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2610;0000009443;01;1;0000041693;11/04/2016;15/04/2016;17/07/2015;01/05/1971;Fin du contrat;Homme;Marocaine;Contrat intérimaire
8500;0000009443;01;1;0000043519;01/06/2016;04/06/2016;28/03/2014;01/08/1966;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1030;0000009443;01;1;0000051727;21/01/2017;21/01/2017;22/11/2016;25/12/1986;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000055297;15/05/2017;21/05/2017;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2610;0000009443;01;1;0000041435;04/04/2016;08/04/2016;17/07/2015;01/05/1971;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000052959;03/03/2017;05/03/2017;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
8500;0000009443;01;1;0000044388;20/06/2016;24/06/2016;28/03/2014;01/08/1966;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000042783;10/05/2016;10/05/2016;10/05/2016;16/06/1986;Fin du contrat;Femme;Marocaine;Contrat intérimaire
2600;0000009443;01;1;0000041870;18/04/2016;22/04/2016;02/02/2016;19/03/1984;Fin du contrat;Femme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000044482;01/07/2016;01/07/2016;10/05/2016;16/06/1986;Fin du contrat;Femme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000044481;27/06/2016;30/06/2016;10/05/2016;16/06/1986;Fin du contrat;Femme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000043729;01/06/2016;03/06/2016;10/05/2016;16/06/1986;Fin du contrat;Femme;Marocaine;Contrat intérimaire
9000;0000009443;01;1;0000045604;19/07/2016;22/07/2016;03/08/2015;01/07/1973;Fin du contrat;Homme;Marocaine;Contrat intérimaire
9000;0000009443;01;1;0000060886;23/11/2017;24/11/2017;23/11/2017;28/09/1977;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000044228;20/06/2016;24/06/2016;10/05/2016;16/06/1986;Fin du contrat;Femme;Marocaine;Contrat intérimaire
2020;0000009443;01;1;0000039046;18/01/2016;22/01/2016;04/01/2016;01/01/1973;Fin du contrat;Femme;Marocaine;Contrat intérimaire
9000;0000009443;01;1;0000042492;02/05/2016;06/05/2016;03/08/2015;01/07/1973;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2610;0000009443;01;1;0000039154;25/01/2016;29/01/2016;17/07/2015;01/05/1971;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1000;0000009443;01;1;0000061247;16/12/2017;16/12/2017;21/01/2017;16/10/1984;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000044819;04/07/2016;08/07/2016;10/05/2016;16/06/1986;Fin du contrat;Femme;Marocaine;Contrat intérimaire
9000;0000009443;01;1;0000061036;01/12/2017;01/12/2017;23/11/2017;28/09/1977;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000044752;29/06/2016;30/06/2016;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000055547;01/06/2017;01/06/2017;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2610;0000009443;01;1;0000043524;30/05/2016;31/05/2016;17/07/2015;01/05/1971;Fin du contrat;Homme;Marocaine;Contrat intérimaire
9000;0000009443;01;1;0000043547;30/05/2016;31/05/2016;03/08/2015;01/07/1973;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2600;0000009443;01;1;0000042899;16/05/2016;20/05/2016;02/02/2016;19/03/1984;Fin du contrat;Femme;Marocaine;Contrat intérimaire
8500;0000009443;01;1;0000041433;04/04/2016;09/04/2016;28/03/2014;01/08/1966;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1030;0000009443;01;1;0000052273;30/01/2017;31/01/2017;22/11/2016;25/12/1986;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2610;0000009443;01;1;0000040809;21/03/2016;25/03/2016;17/07/2015;01/05/1971;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2020;0000009443;01;1;0000061970;01/02/2018;02/02/2018;08/01/2018;01/03/1978;Fin du contrat;Femme;Marocaine;Contrat intérimaire
2100;0000009443;01;1;0000047071;01/09/2016;02/09/2016;04/07/2016;03/08/1979;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000049300;01/11/2016;01/11/2016;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000040032;20/02/2016;21/02/2016;01/08/2015;24/01/1975;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000060045;27/10/2017;29/10/2017;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000041794;11/04/2016;17/04/2016;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1000;0000009443;01;1;0000053811;27/03/2017;31/03/2017;21/01/2017;16/10/1984;Fin du contrat;Homme;Marocaine;Contrat intérimaire
9600;0000009443;01;1;0000043364;16/05/2016;18/05/2016;07/09/2015;04/10/1981;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2180;0000009443;01;3;0000055858;08/06/2017;09/06/2017;08/06/2017;16/09/1989;Fin du contrat;Femme;Belge;Contrat intérimaire
1020;0000009443;01;1;0000053345;17/03/2017;19/03/2017;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000060687;24/11/2017;26/11/2017;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
8800;0000009443;01;1;0000053363;06/03/2017;10/03/2017;06/03/2017;24/07/1989;Fin du contrat;Femme;Belge;Contrat intérimaire
1020;0000009443;01;1;0000061550;05/01/2018;07/01/2018;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1620;0000009443;01;1;0000058705;04/09/2017;08/09/2017;07/08/2017;22/04/1982;Fin du contrat;Femme;Belge;Contrat intérimaire
1620;0000009443;01;1;0000061648;08/01/2018;12/01/2018;07/08/2017;22/04/1982;Fin du contrat;Femme;Belge;Contrat intérimaire
1020;0000009443;01;1;0000048731;17/10/2016;17/10/2016;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000038543;01/01/2016;01/01/2016;01/08/2015;24/01/1975;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1000;0000009443;01;1;0000053318;11/03/2017;11/03/2017;21/01/2017;16/10/1984;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2100;0000009443;01;1;0000047330;05/09/2016;09/09/2016;04/07/2016;03/08/1979;Fin du contrat;Homme;Marocaine;Contrat intérimaire
8500;0000009443;01;1;0000038474;04/01/2016;08/01/2016;28/03/2014;01/08/1966;Fin du contrat;Homme;Marocaine;Contrat intérimaire
9000;0000009443;01;1;0000046954;22/08/2016;26/08/2016;03/08/2015;01/07/1973;Fin du contrat;Homme;Marocaine;Contrat intérimaire
9000;0000009443;01;1;0000046473;08/08/2016;12/08/2016;03/08/2015;01/07/1973;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2020;0000009443;01;1;0000039750;08/02/2016;12/02/2016;04/01/2016;01/01/1973;Fin du contrat;Femme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000043728;30/05/2016;31/05/2016;10/05/2016;16/06/1986;Fin du contrat;Femme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000039649;10/02/2016;10/02/2016;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
9000;0000009443;01;1;0000052853;24/02/2017;24/02/2017;24/02/2017;01/01/1977;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2140;0000009443;01;1;0000048273;03/10/2016;07/10/2016;10/05/2016;16/06/1986;Fin du contrat;Femme;Marocaine;Contrat intérimaire
2020;0000009443;01;1;0000038624;04/01/2016;05/01/2016;04/01/2016;01/01/1973;Fin du contrat;Femme;Marocaine;Contrat intérimaire
1000;0000009443;01;1;0000060666;20/11/2017;24/11/2017;21/01/2017;16/10/1984;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2060;0000009443;01;1;0000040804;21/03/2016;25/03/2016;12/10/2015;06/01/1993;Fin du contrat;Femme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000056715;07/07/2017;09/07/2017;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1000;0000009443;01;1;0000060867;01/12/2017;01/12/2017;21/01/2017;16/10/1984;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1020;0000009443;01;1;0000049785;25/11/2016;27/11/2016;17/07/2015;13/04/1968;Fin du contrat;Homme;Marocaine;Contrat intérimaire
6041;0000009443;01;1;0000044703;25/06/2016;25/06/2016;12/01/2015;15/03/1971;Fin du contrat;Homme;Marocaine;Contrat intérimaire
2600;0000009443;01;1;0000041323;04/04/2016;08/04/2016;02/02/2016;19/03/1984;Fin du contrat;Femme;Marocaine;Contrat intérimaire
1620;0000009443;01;1;0000060597;20/11/2017;24/11/2017;07/08/2017;22/04/1982;Fin du contrat;Femme;Belge;Contrat intérimaire
8500;0000009443;01;1;0000043518;30/05/2016;31/05/2016;28/03/2014;01/08/1966;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1080;0000009443;01;1;0000055774;03/06/2017;03/06/2017;17/07/2015;06/05/1987;Fin du contrat;Homme;Marocaine;Contrat intérimaire
1000;0000009443;01;1;0000058304;01/09/2017;01/09/2017;21/01/2017;16/10/1984;Fin du contrat;Homme;Marocaine;Contrat intérimaire
9990;0000009443;01;1;0000049924;28/11/2016;30/11/2016;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
9000;0000009443;01;1;0000060104;01/11/2017;03/11/2017;04/09/2017;01/01/1987;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000060803;30/11/2017;30/11/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000060802;29/11/2017;29/11/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000059870;17/10/2017;18/10/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
1702;0000009443;01;3;0000056649;03/07/2017;07/07/2017;27/03/2017;06/08/1994;Fin du contrat;Femme;Belge;Contrat intérimaire
2170;0000009443;01;1;0000062162;05/02/2018;09/02/2018;02/01/2017;15/02/1979;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000058143;14/08/2017;14/08/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2940;0000009443;01;1;0000052735;01/03/2017;03/03/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2940;0000009443;01;1;0000050196;05/12/2016;09/12/2016;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2940;0000009443;01;1;0000051824;30/01/2017;31/01/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
1090;0000009443;01;1;0000059843;16/10/2017;20/10/2017;09/10/2017;25/06/1977;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2940;0000009443;01;1;0000047801;19/09/2016;23/09/2016;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000062222;05/02/2018;09/02/2018;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2940;0000009443;01;1;0000055384;29/05/2017;31/05/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
9000;0000009443;01;1;0000060578;20/11/2017;24/11/2017;04/09/2017;01/01/1987;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
1090;0000009443;01;1;0000060277;23/10/2017;27/10/2017;09/10/2017;25/06/1977;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2940;0000009443;01;1;0000048860;24/10/2016;28/10/2016;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000058818;08/09/2017;08/09/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000060385;08/11/2017;08/11/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000060515;15/11/2017;17/11/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2850;0000009443;01;1;0000048557;15/10/2016;15/10/2016;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000060084;24/10/2017;24/10/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000059407;26/09/2017;26/09/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2850;0000009443;01;1;0000058976;16/09/2017;16/09/2017;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000059729;11/10/2017;13/10/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000058874;05/09/2017;05/09/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000061974;01/02/2018;02/02/2018;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2850;0000009443;01;1;0000045128;06/07/2016;07/07/2016;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000059040;13/09/2017;15/09/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000058142;16/08/2017;18/08/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000059346;25/09/2017;25/09/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000052535;20/02/2017;24/02/2017;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2850;0000009443;01;1;0000060646;17/11/2017;17/11/2017;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
9990;0000009443;01;1;0000048868;24/10/2016;28/10/2016;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2940;0000009443;01;1;0000054747;08/05/2017;12/05/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
3630;0000009443;01;1;0000050801;23/12/2016;24/12/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
3630;0000009443;01;1;0000050800;20/12/2016;21/12/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000051839;01/02/2017;03/02/2017;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000059666;09/10/2017;13/10/2017;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2660;0000009443;01;1;0000052770;01/03/2017;03/03/2017;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
9990;0000009443;01;1;0000051087;02/01/2017;06/01/2017;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000051437;16/01/2017;20/01/2017;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000048680;17/10/2016;21/10/2016;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2170;0000009443;01;1;0000061641;08/01/2018;12/01/2018;02/01/2017;15/02/1979;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
9990;0000009443;01;1;0000049732;21/11/2016;25/11/2016;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000060001;23/10/2017;24/10/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000055124;22/05/2017;26/05/2017;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
3630;0000009443;01;1;0000050610;13/12/2016;13/12/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
2940;0000009443;01;1;0000053029;06/03/2017;07/03/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2660;0000009443;01;1;0000062109;29/01/2018;31/01/2018;29/01/2018;13/09/1966;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
3630;0000009443;01;1;0000051418;11/01/2017;15/01/2017;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
3630;0000009443;01;1;0000049435;12/11/2016;13/11/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
3630;0000009443;01;1;0000049985;28/11/2016;29/11/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
2940;0000009443;01;1;0000058457;28/08/2017;31/08/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2940;0000009443;01;1;0000060577;20/11/2017;24/11/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
9090;0000009443;01;1;0000056286;21/06/2017;23/06/2017;20/06/2017;27/04/1993;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
9000;0000009443;01;1;0000060465;13/11/2017;17/11/2017;04/09/2017;01/01/1987;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
9000;0000009443;01;1;0000060103;30/10/2017;31/10/2017;04/09/2017;01/01/1987;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2940;0000009443;01;1;0000059804;16/10/2017;20/10/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2850;0000009443;01;1;0000060351;11/11/2017;11/11/2017;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
9990;0000009443;01;1;0000052079;06/02/2017;10/02/2017;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2940;0000009443;01;1;0000049052;31/10/2016;31/10/2016;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000061104;11/12/2017;11/12/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2940;0000009443;01;1;0000052072;06/02/2017;10/02/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000057911;10/08/2017;10/08/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2170;0000009443;01;1;0000061492;02/01/2018;05/01/2018;02/01/2017;15/02/1979;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
2940;0000009443;01;1;0000051430;16/01/2017;20/01/2017;29/08/2016;04/04/1957;Fin du contrat;Femme;Néerlandaise;Contrat intérimaire
3630;0000009443;01;1;0000049017;04/11/2016;05/11/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000052953;25/02/2017;25/02/2017;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
3630;0000009443;01;1;0000048833;18/10/2016;22/10/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
2180;0000009443;01;3;0000056914;10/07/2017;10/07/2017;08/06/2017;16/09/1989;Fin du contrat;Femme;Belge;Contrat intérimaire
2180;0000009443;01;3;0000056910;11/07/2017;11/07/2017;08/06/2017;16/09/1989;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000059547;04/10/2017;05/10/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2850;0000009443;01;1;0000056704;26/06/2017;26/06/2017;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2180;0000009443;01;3;0000057140;17/07/2017;20/07/2017;08/06/2017;16/09/1989;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000059728;09/10/2017;10/10/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000059039;11/09/2017;12/09/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000062068;01/02/2018;02/02/2018;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2850;0000009443;01;1;0000060432;05/11/2017;05/11/2017;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2660;0000009443;01;1;0000058342;21/08/2017;25/08/2017;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2850;0000009443;01;1;0000047598;09/09/2016;09/09/2016;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;1;0000047535;05/09/2016;09/09/2016;29/08/2016;02/02/1966;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;1;0000048236;26/09/2016;27/09/2016;29/08/2016;02/02/1966;Fin du contrat;Femme;Belge;Contrat intérimaire
2180;0000009443;01;3;0000056683;06/07/2017;07/07/2017;08/06/2017;16/09/1989;Fin du contrat;Femme;Belge;Contrat intérimaire
3630;0000009443;01;1;0000051192;04/01/2017;06/01/2017;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
2850;0000009443;01;1;0000038628;06/01/2016;08/01/2016;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000061105;13/12/2017;15/12/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2400;0000009443;01;1;0000050457;15/12/2016;15/12/2016;21/11/2016;23/06/1994;Fin du contrat;Femme;Belge;Contrat intérimaire
2400;0000009443;01;1;0000050455;13/12/2016;13/12/2016;21/11/2016;23/06/1994;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000049067;01/11/2016;04/11/2016;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000059309;21/09/2017;21/09/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000050903;26/12/2016;30/12/2016;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2850;0000009443;01;1;0000059561;30/09/2017;30/09/2017;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2660;0000009443;01;1;0000053674;27/03/2017;31/03/2017;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2660;0000009443;01;1;0000058729;04/09/2017;08/09/2017;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2845;0000009443;01;3;0000059220;20/09/2017;20/09/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000059872;19/10/2017;20/10/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
2850;0000009443;01;1;0000041810;07/04/2016;07/04/2016;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
9990;0000009443;01;1;0000047768;14/09/2016;16/09/2016;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000053420;20/03/2017;24/03/2017;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000053852;03/04/2017;07/04/2017;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
3630;0000009443;01;1;0000049015;26/10/2016;28/10/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000053036;06/03/2017;10/03/2017;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000060804;01/12/2017;01/12/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
9990;0000009443;01;1;0000052308;13/02/2017;14/02/2017;14/09/2016;17/01/1983;Fin du contrat;Femme;Belge;Contrat intérimaire
2660;0000009443;01;1;0000054767;08/05/2017;12/05/2017;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
3630;0000009443;01;1;0000051264;19/12/2016;19/12/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
3630;0000009443;01;1;0000048834;24/10/2016;25/10/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
2850;0000009443;01;1;0000056568;28/06/2017;29/06/2017;27/11/2015;18/06/1965;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
2660;0000009443;01;1;0000046314;08/08/2016;12/08/2016;26/02/2009;04/12/1968;Fin du contrat;Homme;Néerlandaise;Contrat intérimaire
3630;0000009443;01;1;0000049986;01/12/2016;04/12/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
2845;0000009443;01;3;0000060986;04/12/2017;08/12/2017;08/08/2017;14/06/1981;Fin du contrat;Femme;Belge;Contrat intérimaire
3630;0000009443;01;1;0000049578;14/11/2016;18/11/2016;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
4820;0000009443;01;1;0000047696;12/09/2016;16/09/2016;29/08/2016;28/11/1996;Fin du contrat;Femme;Belge;Contrat intérimaire
3630;0000009443;01;1;0000051584;17/01/2017;20/01/2017;18/10/2016;14/12/1992;Fin du contrat;Femme;Belge;Contrat intérimaire
4820;0000009443;01;1;0000054193;12/04/2017;14/04/2017;29/08/2016;28/11/1996;Fin du contrat;Femme;Belge;Contrat intérimaire
